Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Año;Total
02 Albacete;45-49 años;TOTAL;Ambos sexos;2015;31.640
02 Albacete;45-49 años;TOTAL;Ambos sexos;2014;31.859
02 Albacete;45-49 años;TOTAL;Ambos sexos;2013;31.946
02 Albacete;45-49 años;TOTAL;Ambos sexos;2012;31.767
02 Albacete;45-49 años;TOTAL;Ambos sexos;2011;31.298
02 Albacete;45-49 años;TOTAL;Ambos sexos;2010;30.919
02 Albacete;45-49 años;TOTAL;Ambos sexos;2009;30.005
02 Albacete;45-49 años;TOTAL;Ambos sexos;2008;28.998
02 Albacete;45-49 años;TOTAL;Ambos sexos;2007;27.946
02 Albacete;45-49 años;TOTAL;Ambos sexos;2006;26.425
02 Albacete;45-49 años;TOTAL;Ambos sexos;2005;24.747
02 Albacete;45-49 años;TOTAL;Ambos sexos;2004;23.083
02 Albacete;45-49 años;TOTAL;Ambos sexos;2003;21.896
02 Albacete;45-49 años;TOTAL;Ambos sexos;2002;20.706
02 Albacete;45-49 años;TOTAL;Ambos sexos;2001;19.905
02 Albacete;45-49 años;TOTAL;Ambos sexos;2000;19.346
02 Albacete;45-49 años;TOTAL;Ambos sexos;1999;19.088
02 Albacete;45-49 años;TOTAL;Ambos sexos;1998;18.992
02 Albacete;50-54 años;TOTAL;Ambos sexos;2022;30.752
02 Albacete;50-54 años;TOTAL;Ambos sexos;2021;30.883
02 Albacete;50-54 años;TOTAL;Ambos sexos;2020;31.079
02 Albacete;50-54 años;TOTAL;Ambos sexos;2019;31.210
02 Albacete;50-54 años;TOTAL;Ambos sexos;2018;31.098
02 Albacete;50-54 años;TOTAL;Ambos sexos;2017;30.757
02 Albacete;50-54 años;TOTAL;Ambos sexos;2016;30.382
02 Albacete;50-54 años;TOTAL;Ambos sexos;2015;30.100
02 Albacete;50-54 años;TOTAL;Ambos sexos;2014;29.402
02 Albacete;50-54 años;TOTAL;Ambos sexos;2013;28.705
02 Albacete;50-54 años;TOTAL;Ambos sexos;2012;28.010
02 Albacete;50-54 años;TOTAL;Ambos sexos;2011;26.530
02 Albacete;50-54 años;TOTAL;Ambos sexos;2010;24.900
02 Albacete;50-54 años;TOTAL;Ambos sexos;2009;23.384
02 Albacete;50-54 años;TOTAL;Ambos sexos;2008;22.100
02 Albacete;50-54 años;TOTAL;Ambos sexos;2007;20.920
02 Albacete;50-54 años;TOTAL;Ambos sexos;2006;20.262
02 Albacete;50-54 años;TOTAL;Ambos sexos;2005;19.811
02 Albacete;50-54 años;TOTAL;Ambos sexos;2004;19.439
02 Albacete;50-54 años;TOTAL;Ambos sexos;2003;19.376
02 Albacete;50-54 años;TOTAL;Ambos sexos;2002;18.815
02 Albacete;50-54 años;TOTAL;Ambos sexos;2001;18.410
02 Albacete;50-54 años;TOTAL;Ambos sexos;2000;18.177
02 Albacete;50-54 años;TOTAL;Ambos sexos;1999;18.055
02 Albacete;50-54 años;TOTAL;Ambos sexos;1998;17.418
02 Albacete;55-59 años;TOTAL;Ambos sexos;2022;30.316
02 Albacete;55-59 años;TOTAL;Ambos sexos;2021;29.909
02 Albacete;55-59 años;TOTAL;Ambos sexos;2020;29.536
02 Albacete;55-59 años;TOTAL;Ambos sexos;2019;28.688
02 Albacete;55-59 años;TOTAL;Ambos sexos;2018;27.812
02 Albacete;55-59 años;TOTAL;Ambos sexos;2017;27.050
02 Albacete;55-59 años;TOTAL;Ambos sexos;2016;25.737
02 Albacete;55-59 años;TOTAL;Ambos sexos;2015;24.222
02 Albacete;55-59 años;TOTAL;Ambos sexos;2014;22.817
02 Albacete;55-59 años;TOTAL;Ambos sexos;2013;21.731
02 Albacete;55-59 años;TOTAL;Ambos sexos;2012;20.815
02 Albacete;55-59 años;TOTAL;Ambos sexos;2011;20.188
02 Albacete;55-59 años;TOTAL;Ambos sexos;2010;19.750
02 Albacete;55-59 años;TOTAL;Ambos sexos;2009;19.521
02 Albacete;55-59 años;TOTAL;Ambos sexos;2008;19.443
02 Albacete;55-59 años;TOTAL;Ambos sexos;2007;18.973
02 Albacete;55-59 años;TOTAL;Ambos sexos;2006;18.607
02 Albacete;55-59 años;TOTAL;Ambos sexos;2005;18.357
02 Albacete;55-59 años;TOTAL;Ambos sexos;2004;18.080
02 Albacete;55-59 años;TOTAL;Ambos sexos;2003;17.511
02 Albacete;55-59 años;TOTAL;Ambos sexos;2002;17.148
02 Albacete;55-59 años;TOTAL;Ambos sexos;2001;16.799
02 Albacete;55-59 años;TOTAL;Ambos sexos;2000;17.771
02 Albacete;55-59 años;TOTAL;Ambos sexos;1999;16.493
02 Albacete;55-59 años;TOTAL;Ambos sexos;1998;16.164
02 Albacete;60-64 años;TOTAL;Ambos sexos;2022;26.450
02 Albacete;60-64 años;TOTAL;Ambos sexos;2021;25.136
02 Albacete;60-64 años;TOTAL;Ambos sexos;2020;23.639
02 Albacete;60-64 años;TOTAL;Ambos sexos;2019;22.135
02 Albacete;60-64 años;TOTAL;Ambos sexos;2018;21.022
02 Albacete;60-64 años;TOTAL;Ambos sexos;2017;20.059
02 Albacete;60-64 años;TOTAL;Ambos sexos;2016;19.478
02 Albacete;60-64 años;TOTAL;Ambos sexos;2015;19.126
02 Albacete;60-64 años;TOTAL;Ambos sexos;2014;18.973
02 Albacete;60-64 años;TOTAL;Ambos sexos;2013;19.000
02 Albacete;60-64 años;TOTAL;Ambos sexos;2012;18.720
02 Albacete;60-64 años;TOTAL;Ambos sexos;2011;18.457
02 Albacete;60-64 años;TOTAL;Ambos sexos;2010;18.269
02 Albacete;60-64 años;TOTAL;Ambos sexos;2009;18.059
02 Albacete;60-64 años;TOTAL;Ambos sexos;2008;17.490
02 Albacete;60-64 años;TOTAL;Ambos sexos;2007;17.169
02 Albacete;60-64 años;TOTAL;Ambos sexos;2006;16.818
02 Albacete;60-64 años;TOTAL;Ambos sexos;2005;17.750
02 Albacete;60-64 años;TOTAL;Ambos sexos;2004;16.403
02 Albacete;60-64 años;TOTAL;Ambos sexos;2003;16.143
02 Albacete;60-64 años;TOTAL;Ambos sexos;2002;16.580
02 Albacete;60-64 años;TOTAL;Ambos sexos;2001;17.530
02 Albacete;60-64 años;TOTAL;Ambos sexos;2000;16.897
02 Albacete;60-64 años;TOTAL;Ambos sexos;1999;18.438
02 Albacete;60-64 años;TOTAL;Ambos sexos;1998;19.095
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2022;95.095
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2021;93.679
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2020;93.001
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2019;90.935
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2018;89.943
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2017;90.215
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2016;91.805
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2015;94.173
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2014;96.598
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2013;102.232
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2012;103.695
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2011;105.740
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2010;108.592
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2009;112.197
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2008;114.266
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2007;113.129
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2006;115.495
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2005;118.551
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2004;119.512
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2003;121.928
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2002;121.149
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2001;118.371
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;2000;116.706
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;1999;116.403
03 Alicante/Alacant;20-24 años;TOTAL;Ambos sexos;1998;113.621
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2022;96.678
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2021;97.200
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2020;98.613
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2019;98.492
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2018;98.880
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2017;99.242
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2016;101.943
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2015;105.218
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2014;109.339
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2013;115.982
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2012;121.229
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2011;127.019
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2010;134.783
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2009;142.223
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2008;148.502
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2007;148.040
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2006;150.058
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2005;149.020
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2004;143.780
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2003;139.607
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2002;131.661
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2001;122.417
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;2000;117.118
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;1999;112.874
03 Alicante/Alacant;25-29 años;TOTAL;Ambos sexos;1998;109.975
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2022;107.158
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2021;108.066
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2020;109.951
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2019;110.593
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2018;111.494
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2017;115.058
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2016;121.031
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2015;128.415
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2014;136.464
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2013;147.663
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2012;154.507
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2011;159.252
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2010;162.421
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2009;164.784
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2008;163.375
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2007;156.583
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2006;152.248
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2005;147.643
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2004;139.829
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2003;135.075
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2002;128.520
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2001;121.076
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;2000;116.106
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;1999;113.456
03 Alicante/Alacant;30-34 años;TOTAL;Ambos sexos;1998;110.992
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2022;122.964
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2021;126.568
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2020;132.257
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2019;136.196
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2018;140.810
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2017;145.591
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2016;151.213
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2015;154.738
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2014;158.430
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2013;162.670
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2012;161.665
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2011;159.639
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2010;158.413
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2009;157.056
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2008;154.993
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2007;149.477
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2006;145.856
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2005;141.651
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2004;136.145
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2003;132.784
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2002;125.283
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2001;117.320
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;2000;112.424
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;1999;107.364
03 Alicante/Alacant;35-39 años;TOTAL;Ambos sexos;1998;103.377
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2022;151.416
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2021;154.342
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2020;156.319
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2019;156.429
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2018;154.780
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2017;153.220
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2016;152.255
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2015;152.066
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2014;151.799
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2013;154.933
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2012;154.430
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2011;152.611
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2010;150.678
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2009;150.554
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2008;147.689
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2007;141.300
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2006;136.938
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2005;132.260
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2004;123.947
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2003;120.302
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2002;114.197
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2001;106.647
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;2000;100.915
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;1999;95.468
03 Alicante/Alacant;40-44 años;TOTAL;Ambos sexos;1998;89.723
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2022;157.163
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2021;154.295
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2020;152.733
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2019;149.555
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2018;146.944
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2017;145.362
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2016;144.854
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2015;144.370
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2014;145.076
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2013;148.030
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2012;145.569
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2011;142.624
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2010;140.302
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2009;136.198
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2008;133.064
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2007;127.808
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2006;122.065
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2005;115.981
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2004;107.809
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2003;102.902
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2002;96.718
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2001;91.973
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;2000;87.530
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;1999;85.305
03 Alicante/Alacant;45-49 años;TOTAL;Ambos sexos;1998;83.186
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2022;149.315
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2021;146.561
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2020;144.292
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2019;142.562
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2018;139.683
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2017;136.493
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2016;134.886
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2015;134.024
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2014;131.192
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2013;133.562
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2012;131.592
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2011;127.469
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2010;123.811
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2009;119.529
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2008;114.978
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2007;109.406
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2006;105.633
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2005;100.802
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2004;96.202
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2003;95.620
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2002;90.440
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2001;86.545
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;2000;84.337
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;1999;82.043
03 Alicante/Alacant;50-54 años;TOTAL;Ambos sexos;1998;77.058
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2022;141.157
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2021;136.913
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2020;133.985
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2019;128.967
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2018;125.310
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2017;122.548
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2016;119.830
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2015;117.993
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2014;114.774
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2013;116.425
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2012;114.192
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2011;112.423
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2010;110.384
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2009;110.090
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2008;110.322
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2007;107.349
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2006;104.399
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2005;101.039
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2004;95.433
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2003;92.213
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2002;84.493
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2001;78.765
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;2000;77.665
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;1999;70.907
03 Alicante/Alacant;55-59 años;TOTAL;Ambos sexos;1998;67.014
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2022;127.883
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2021;122.313
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2020;118.223
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2019;112.984
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2018;108.117
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2017;104.633
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2016;104.205
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2015;103.957
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2014;104.988
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2013;113.224
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2012;114.016
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2011;114.308
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2010;114.321
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2009;114.019
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2008;110.599
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2007;104.019
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2006;97.671
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2005;95.078
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2004;84.873
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2003;83.202
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2002;78.446
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2001;76.575
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;2000;70.850
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;1999;72.513
03 Alicante/Alacant;60-64 años;TOTAL;Ambos sexos;1998;71.630
04 Almería;20-24 años;TOTAL;Ambos sexos;2022;41.532
04 Almería;20-24 años;TOTAL;Ambos sexos;2021;40.666
04 Almería;20-24 años;TOTAL;Ambos sexos;2020;40.582
04 Almería;20-24 años;TOTAL;Ambos sexos;2019;39.787
04 Almería;20-24 años;TOTAL;Ambos sexos;2018;39.294
04 Almería;20-24 años;TOTAL;Ambos sexos;2017;39.734
04 Almería;20-24 años;TOTAL;Ambos sexos;2016;40.363
04 Almería;20-24 años;TOTAL;Ambos sexos;2015;41.331
04 Almería;20-24 años;TOTAL;Ambos sexos;2014;42.418
04 Almería;20-24 años;TOTAL;Ambos sexos;2013;43.585
04 Almería;20-24 años;TOTAL;Ambos sexos;2012;45.144
04 Almería;20-24 años;TOTAL;Ambos sexos;2011;47.245
04 Almería;20-24 años;TOTAL;Ambos sexos;2010;48.685
04 Almería;20-24 años;TOTAL;Ambos sexos;2009;49.794
04 Almería;20-24 años;TOTAL;Ambos sexos;2008;49.196
04 Almería;20-24 años;TOTAL;Ambos sexos;2007;48.729
04 Almería;20-24 años;TOTAL;Ambos sexos;2006;50.338
04 Almería;20-24 años;TOTAL;Ambos sexos;2005;49.760
04 Almería;20-24 años;TOTAL;Ambos sexos;2004;46.852
04 Almería;20-24 años;TOTAL;Ambos sexos;2003;47.237
04 Almería;20-24 años;TOTAL;Ambos sexos;2002;46.271
04 Almería;20-24 años;TOTAL;Ambos sexos;2001;46.374
04 Almería;20-24 años;TOTAL;Ambos sexos;2000;44.783
04 Almería;20-24 años;TOTAL;Ambos sexos;1999;44.489
04 Almería;20-24 años;TOTAL;Ambos sexos;1998;44.098
04 Almería;25-29 años;TOTAL;Ambos sexos;2022;44.748
04 Almería;25-29 años;TOTAL;Ambos sexos;2021;44.346
04 Almería;25-29 años;TOTAL;Ambos sexos;2020;45.425
04 Almería;25-29 años;TOTAL;Ambos sexos;2019;45.323
04 Almería;25-29 años;TOTAL;Ambos sexos;2018;45.553
04 Almería;25-29 años;TOTAL;Ambos sexos;2017;46.300
04 Almería;25-29 años;TOTAL;Ambos sexos;2016;47.399
04 Almería;25-29 años;TOTAL;Ambos sexos;2015;48.132
04 Almería;25-29 años;TOTAL;Ambos sexos;2014;49.866
04 Almería;25-29 años;TOTAL;Ambos sexos;2013;51.344
04 Almería;25-29 años;TOTAL;Ambos sexos;2012;54.382
04 Almería;25-29 años;TOTAL;Ambos sexos;2011;58.336
04 Almería;25-29 años;TOTAL;Ambos sexos;2010;60.889
04 Almería;25-29 años;TOTAL;Ambos sexos;2009;62.043
04 Almería;25-29 años;TOTAL;Ambos sexos;2008;61.819
04 Almería;25-29 años;TOTAL;Ambos sexos;2007;61.303
04 Almería;25-29 años;TOTAL;Ambos sexos;2006;63.081
04 Almería;25-29 años;TOTAL;Ambos sexos;2005;59.904
04 Almería;25-29 años;TOTAL;Ambos sexos;2004;53.994
04 Almería;25-29 años;TOTAL;Ambos sexos;2003;52.512
04 Almería;25-29 años;TOTAL;Ambos sexos;2002;49.586
04 Almería;25-29 años;TOTAL;Ambos sexos;2001;47.457
04 Almería;25-29 años;TOTAL;Ambos sexos;2000;44.306
04 Almería;25-29 años;TOTAL;Ambos sexos;1999;43.322
04 Almería;25-29 años;TOTAL;Ambos sexos;1998;42.936
04 Almería;30-34 años;TOTAL;Ambos sexos;2022;50.076
04 Almería;30-34 años;TOTAL;Ambos sexos;2021;50.086
04 Almería;30-34 años;TOTAL;Ambos sexos;2020;50.636
04 Almería;30-34 años;TOTAL;Ambos sexos;2019;50.893
04 Almería;30-34 años;TOTAL;Ambos sexos;2018;51.287
04 Almería;30-34 años;TOTAL;Ambos sexos;2017;53.203
04 Almería;30-34 años;TOTAL;Ambos sexos;2016;55.419
04 Almería;30-34 años;TOTAL;Ambos sexos;2015;57.820
04 Almería;30-34 años;TOTAL;Ambos sexos;2014;60.827
04 Almería;30-34 años;TOTAL;Ambos sexos;2013;62.896
04 Almería;30-34 años;TOTAL;Ambos sexos;2012;65.577
